Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
01/18/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,525.9768,524.3788,0.30474,1.598,2512.5,1321516710
01/17/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,524.3788,526.5964,-0.42112,-2.2176,2412.5,1265063855
01/16/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,526.5964,547.8768,-3.88416,-21.2804,2262.5,1191424355
01/12/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,547.8768,552.7392,-0.87969,-4.8624,1862.5,1020420540
01/11/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,552.7392,551.9272,0.14712,0.812,1600,884382720
01/10/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,551.9272,543.6136,1.52932,8.3136,1550,855487160
01/09/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,543.6136,549.9132,-1.14556,-6.2996,1500,815420400
01/08/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,549.9132,548.3716,0.28112,1.5416,1500,824869800
01/05/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,548.3716,543.5932,0.87904,4.7784,1575,863685270
01/04/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,543.5932,541.3516,0.41407,2.2416,1562.5,849364375
01/03/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,541.3516,533.1328,1.54160,8.2188,1550,839094980
01/02/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,533.1328,509.2852,4.68256,23.8476,1537.5,819691680
12/29/2017,ProShares Short VIX Short-Term Futures ETF,SVXY,509.2852,519.7136,-2.00657,-10.4284,1512.5,770293865
12/28/2017,ProShares Short VIX Short-Term Futures ETF,SVXY,519.7136,515.9484,0.72976,3.7652,1575,818548920
